customer_id,loyalty_score,product_id,product_description,product_category,basket,date_of_purchase
C35,,,,,"[{'product_id': 'P40', 'price': 586}, {'product_id': 'P36', 'price': 1741}, {'product_id': 'P37', 'price': 1599}]",2019-01-11 03:24:00
C39,,,,,"[{'product_id': 'P44', 'price': 1625}, {'product_id': 'P42', 'price': 1201}, {'product_id': 'P44', 'price': 69}]",2019-01-11 17:11:00
C40,,,,,"[{'product_id': 'P36', 'price': 575}, {'product_id': 'P35', 'price': 269}]",2019-01-11 04:07:00
C46,,,,,"[{'product_id': 'P24', 'price': 35}, {'product_id': 'P28', 'price': 1124}, {'product_id': 'P27', 'price': 1145}]",2019-01-11 11:51:00
C53,,,,,"[{'product_id': 'P61', 'price': 1916}, {'product_id': 'P63', 'price': 688}, {'product_id': 'P64', 'price': 1055}]",2019-01-11 20:34:00
C67,,,,,"[{'product_id': 'P43', 'price': 1590}, {'product_id': 'P48', 'price': 417}]",2019-01-11 20:26:00
C77,,,,,"[{'product_id': 'P39', 'price': 929}, {'product_id': 'P40', 'price': 1546}]",2019-01-11 11:42:00
C79,,,,,"[{'product_id': 'P61', 'price': 1987}, {'product_id': 'P63', 'price': 1188}, {'product_id': 'P62', 'price': 1284}]",2019-01-11 06:48:00
C84,,,,,"[{'product_id': 'P37', 'price': 1368}, {'product_id': 'P38', 'price': 137}]",2019-01-11 17:43:00
C105,,,,,"[{'product_id': 'P56', 'price': 711}, {'product_id': 'P60', 'price': 805}, {'product_id': 'P49', 'price': 295}]",2019-01-11 04:52:00
C109,,,,,"[{'product_id': 'P29', 'price': 517}]",2019-01-11 20:26:00
C110,,,,,"[{'product_id': 'P44', 'price': 1983}, {'product_id': 'P51', 'price': 1368}]",2019-01-11 04:57:00
C113,,,,,"[{'product_id': 'P22', 'price': 409}]",2019-01-11 17:28:00
C126,,,,,"[{'product_id': 'P48', 'price': 1500}]",2019-01-11 07:09:00
C2,,,,,"[{'product_id': 'P06', 'price': 1078}]",2019-01-12 09:49:00
C5,,,,,"[{'product_id': 'P12', 'price': 1722}]",2019-01-12 10:40:00
C12,,,,,"[{'product_id': 'P22', 'price': 1300}]",2019-01-12 14:22:00
C14,,,,,"[{'product_id': 'P08', 'price': 1045}, {'product_id': 'P09', 'price': 410}]",2019-01-12 06:44:00
C22,,,,,"[{'product_id': 'P33', 'price': 1042}]",2019-01-12 02:48:00
C28,,,,,"[{'product_id': 'P31', 'price': 438}, {'product_id': 'P29', 'price': 1536}]",2019-01-12 07:44:00
C29,,,,,"[{'product_id': 'P23', 'price': 897}]",2019-01-12 09:04:00
C46,,,,,"[{'product_id': 'P22', 'price': 699}, {'product_id': 'P24', 'price': 1134}]",2019-01-12 09:24:00
C56,,,,,"[{'product_id': 'P37', 'price': 1566}, {'product_id': 'P35', 'price': 1656}, {'product_id': 'P39', 'price': 225}]",2019-01-12 06:10:00
C57,,,,,"[{'product_id': 'P38', 'price': 1486}]",2019-01-12 19:07:00
C64,,,,,"[{'product_id': 'P36', 'price': 774}]",2019-01-12 10:54:00
C81,,,,,"[{'product_id': 'P51', 'price': 1958}, {'product_id': 'P45', 'price': 608}, {'product_id': 'P43', 'price': 998}]",2019-01-12 16:43:00
C82,,,,,"[{'product_id': 'P46', 'price': 1912}, {'product_id': 'P58', 'price': 1659}]",2019-01-12 19:39:00
C85,,,,,"[{'product_id': 'P36', 'price': 1856}, {'product_id': 'P38', 'price': 137}]",2019-01-12 08:10:00
C90,,,,,"[{'product_id': 'P27', 'price': 603}, {'product_id': 'P26', 'price': 872}, {'product_id': 'P24', 'price': 267}]",2019-01-12 18:21:00
C103,,,,,"[{'product_id': 'P21', 'price': 51}, {'product_id': 'P19', 'price': 945}, {'product_id': 'P18', 'price': 478}]",2019-01-12 18:33:00
C106,,,,,"[{'product_id': 'P49', 'price': 509}, {'product_id': 'P59', 'price': 1472}]",2019-01-12 20:35:00
C110,,,,,"[{'product_id': 'P55', 'price': 1986}]",2019-01-12 18:33:00
C112,,,,,"[{'product_id': 'P17', 'price': 1262}]",2019-01-12 08:09:00
C113,,,,,"[{'product_id': 'P29', 'price': 582}, {'product_id': 'P26', 'price': 984}, {'product_id': 'P33', 'price': 1173}]",2019-01-12 10:08:00
C120,,,,,"[{'product_id': 'P50', 'price': 784}]",2019-01-12 14:13:00
C11,,,,,"[{'product_id': 'P41', 'price': 1015}, {'product_id': 'P43', 'price': 993}, {'product_id': 'P42', 'price': 472}]",2019-01-13 07:07:00
C15,,,,,"[{'product_id': 'P60', 'price': 775}]",2019-01-13 08:46:00
C16,,,,,"[{'product_id': 'P48', 'price': 1787}, {'product_id': 'P52', 'price': 1548}]",2019-01-13 23:34:00
C23,,,,,"[{'product_id': 'P50', 'price': 1367}]",2019-01-13 21:11:00
C24,,,,,"[{'product_id': 'P59', 'price': 1924}, {'product_id': 'P48', 'price': 74}, {'product_id': 'P42', 'price': 1111}]",2019-01-13 10:12:00
C29,,,,,"[{'product_id': 'P26', 'price': 1341}, {'product_id': 'P30', 'price': 1789}, {'product_id': 'P32', 'price': 1616}]",2019-01-13 06:41:00
C32,,,,,"[{'product_id': 'P64', 'price': 1461}]",2019-01-13 18:06:00
C42,,,,,"[{'product_id': 'P54', 'price': 1364}, {'product_id': 'P46', 'price': 1346}]",2019-01-13 16:39:00
C43,,,,,"[{'product_id': 'P41', 'price': 999}]",2019-01-13 05:48:00
C44,,,,,"[{'product_id': 'P35', 'price': 1558}, {'product_id': 'P38', 'price': 655}]",2019-01-13 15:56:00
C52,,,,,"[{'product_id': 'P40', 'price': 282}, {'product_id': 'P38', 'price': 1063}]",2019-01-13 11:01:00
C55,,,,,"[{'product_id': 'P25', 'price': 490}, {'product_id': 'P26', 'price': 1764}, {'product_id': 'P22', 'price': 709}]",2019-01-13 23:11:00
C65,,,,,"[{'product_id': 'P37', 'price': 882}]",2019-01-13 07:16:00
C66,,,,,"[{'product_id': 'P40', 'price': 120}, {'product_id': 'P35', 'price': 542}]",2019-01-13 10:09:00
C77,,,,,"[{'product_id': 'P38', 'price': 921}, {'product_id': 'P35', 'price': 1160}]",2019-01-13 18:53:00
C78,,,,,"[{'product_id': 'P32', 'price': 637}]",2019-01-13 04:23:00
C96,,,,,"[{'product_id': 'P34', 'price': 777}, {'product_id': 'P32', 'price': 1159}]",2019-01-13 20:49:00
C102,,,,,"[{'product_id': 'P03', 'price': 399}]",2019-01-13 13:34:00
C112,,,,,"[{'product_id': 'P37', 'price': 1608}]",2019-01-13 05:11:00
C113,,,,,"[{'product_id': 'P62', 'price': 173}]",2019-01-13 18:40:00
C129,,,,,"[{'product_id': 'P01', 'price': 779}, {'product_id': 'P08', 'price': 468}, {'product_id': 'P02', 'price': 1178}]",2019-01-13 16:09:00
C130,,,,,"[{'product_id': 'P48', 'price': 1947}]",2019-01-13 07:31:00
C1,,,,,"[{'product_id': 'P14', 'price': 1309}, {'product_id': 'P18', 'price': 555}, {'product_id': 'P15', 'price': 1304}]",2019-01-14 14:27:00
C4,,,,,"[{'product_id': 'P38', 'price': 1131}, {'product_id': 'P35', 'price': 1242}]",2019-01-14 18:04:00
C12,,,,,"[{'product_id': 'P30', 'price': 1986}, {'product_id': 'P30', 'price': 1590}, {'product_id': 'P30', 'price': 1061}]",2019-01-14 15:09:00
C18,,,,,"[{'product_id': 'P15', 'price': 1247}]",2019-01-14 15:08:00
C22,,,,,"[{'product_id': 'P36', 'price': 1334}]",2019-01-14 17:02:00
C28,,,,,"[{'product_id': 'P30', 'price': 272}]",2019-01-14 13:20:00
C32,,,,,"[{'product_id': 'P64', 'price': 437}]",2019-01-14 08:09:00
C36,,,,,"[{'product_id': 'P37', 'price': 745}, {'product_id': 'P36', 'price': 1524}]",2019-01-14 20:39:00
C55,,,,,"[{'product_id': 'P38', 'price': 278}]",2019-01-14 03:12:00
C65,,,,,"[{'product_id': 'P62', 'price': 829}, {'product_id': 'P64', 'price': 692}, {'product_id': 'P62', 'price': 1645}]",2019-01-14 03:41:00
C76,,,,,"[{'product_id': 'P48', 'price': 1816}]",2019-01-14 21:04:00
C80,,,,,"[{'product_id': 'P39', 'price': 1718}, {'product_id': 'P40', 'price': 534}, {'product_id': 'P39', 'price': 1211}]",2019-01-14 02:59:00
C99,,,,,"[{'product_id': 'P34', 'price': 547}]",2019-01-14 18:20:00
C102,,,,,"[{'product_id': 'P37', 'price': 212}, {'product_id': 'P40', 'price': 86}]",2019-01-14 07:41:00
C110,,,,,"[{'product_id': 'P38', 'price': 707}, {'product_id': 'P37', 'price': 116}]",2019-01-14 08:26:00
C113,,,,,"[{'product_id': 'P61', 'price': 601}]",2019-01-14 07:52:00
C117,,,,,"[{'product_id': 'P62', 'price': 649}]",2019-01-14 15:35:00
C118,,,,,"[{'product_id': 'P28', 'price': 1981}]",2019-01-14 05:42:00
C120,,,,,"[{'product_id': 'P24', 'price': 758}, {'product_id': 'P32', 'price': 700}, {'product_id': 'P28', 'price': 466}]",2019-01-14 12:46:00
C123,,,,,"[{'product_id': 'P10', 'price': 1852}, {'product_id': 'P08', 'price': 1294}]",2019-01-14 12:32:00
C126,,,,,"[{'product_id': 'P43', 'price': 1534}, {'product_id': 'P42', 'price': 307}]",2019-01-14 09:46:00
C5,,,,,"[{'product_id': 'P58', 'price': 1228}, {'product_id': 'P53', 'price': 177}]",2019-01-15 04:01:00
C8,,,,,"[{'product_id': 'P55', 'price': 1371}, {'product_id': 'P44', 'price': 1241}]",2019-01-15 14:03:00
C24,,,,,"[{'product_id': 'P60', 'price': 356}]",2019-01-15 10:26:00
C25,,,,,"[{'product_id': 'P11', 'price': 967}]",2019-01-15 22:12:00
C30,,,,,"[{'product_id': 'P55', 'price': 581}, {'product_id': 'P50', 'price': 463}, {'product_id': 'P59', 'price': 1692}]",2019-01-15 08:43:00
C32,,,,,"[{'product_id': 'P54', 'price': 206}, {'product_id': 'P54', 'price': 851}, {'product_id': 'P53', 'price': 1833}]",2019-01-15 08:11:00
C34,,,,,"[{'product_id': 'P34', 'price': 455}, {'product_id': 'P28', 'price': 336}, {'product_id': 'P29', 'price': 1841}]",2019-01-15 22:49:00
C41,,,,,"[{'product_id': 'P62', 'price': 1164}, {'product_id': 'P61', 'price': 888}, {'product_id': 'P63', 'price': 1877}]",2019-01-15 05:28:00
C44,,,,,"[{'product_id': 'P37', 'price': 792}, {'product_id': 'P40', 'price': 706}]",2019-01-15 05:58:00
C65,,,,,"[{'product_id': 'P36', 'price': 805}]",2019-01-15 16:33:00
C74,,,,,"[{'product_id': 'P03', 'price': 1242}, {'product_id': 'P11', 'price': 1076}]",2019-01-15 23:21:00
C79,,,,,"[{'product_id': 'P60', 'price': 1886}, {'product_id': 'P46', 'price': 127}]",2019-01-15 04:09:00
C81,,,,,"[{'product_id': 'P51', 'price': 781}, {'product_id': 'P54', 'price': 1793}, {'product_id': 'P55', 'price': 1481}]",2019-01-15 05:22:00
C82,,,,,"[{'product_id': 'P03', 'price': 537}]",2019-01-15 21:27:00
C86,,,,,"[{'product_id': 'P55', 'price': 1336}, {'product_id': 'P47', 'price': 1679}, {'product_id': 'P41', 'price': 1447}]",2019-01-15 04:22:00
C87,,,,,"[{'product_id': 'P09', 'price': 1760}, {'product_id': 'P09', 'price': 1916}, {'product_id': 'P12', 'price': 1792}]",2019-01-15 19:18:00
C95,,,,,"[{'product_id': 'P30', 'price': 330}, {'product_id': 'P26', 'price': 1778}, {'product_id': 'P34', 'price': 425}]",2019-01-15 14:33:00
C102,,,,,"[{'product_id': 'P52', 'price': 1445}, {'product_id': 'P51', 'price': 546}, {'product_id': 'P55', 'price': 1150}]",2019-01-15 23:07:00
C113,,,,,"[{'product_id': 'P64', 'price': 590}, {'product_id': 'P63', 'price': 47}]",2019-01-15 15:52:00
C119,,,,,"[{'product_id': 'P33', 'price': 383}, {'product_id': 'P24', 'price': 1885}]",2019-01-15 12:10:00
C135,,,,,"[{'product_id': 'P50', 'price': 492}, {'product_id': 'P55', 'price': 1508}]",2019-01-15 07:16:00
C12,,,,,"[{'product_id': 'P22', 'price': 1734}, {'product_id': 'P29', 'price': 1915}, {'product_id': 'P27', 'price': 111}]",2019-01-16 09:29:00
C19,,,,,"[{'product_id': 'P62', 'price': 1816}]",2019-01-16 09:35:00
C21,,,,,"[{'product_id': 'P05', 'price': 20}, {'product_id': 'P05', 'price': 1014}, {'product_id': 'P07', 'price': 1545}]",2019-01-16 12:42:00
C22,,,,,"[{'product_id': 'P25', 'price': 303}]",2019-01-16 12:12:00
C23,,,,,"[{'product_id': 'P41', 'price': 674}, {'product_id': 'P47', 'price': 229}]",2019-01-16 11:33:00
C28,,,,,"[{'product_id': 'P17', 'price': 107}, {'product_id': 'P20', 'price': 963}]",2019-01-16 17:01:00
C30,,,,,"[{'product_id': 'P32', 'price': 590}]",2019-01-16 10:19:00
C31,,,,,"[{'product_id': 'P63', 'price': 1961}]",2019-01-16 16:29:00
C33,,,,,"[{'product_id': 'P39', 'price': 413}, {'product_id': 'P36', 'price': 56}]",2019-01-16 23:09:00
C42,,,,,"[{'product_id': 'P39', 'price': 1587}]",2019-01-16 14:29:00
C45,,,,,"[{'product_id': 'P20', 'price': 337}, {'product_id': 'P17', 'price': 368}, {'product_id': 'P14', 'price': 1457}]",2019-01-16 18:06:00
C65,,,,,"[{'product_id': 'P62', 'price': 1306}]",2019-01-16 23:16:00
C74,,,,,"[{'product_id': 'P08', 'price': 1057}]",2019-01-16 23:10:00
C77,,,,,"[{'product_id': 'P37', 'price': 355}, {'product_id': 'P36', 'price': 35}]",2019-01-16 22:26:00
C83,,,,,"[{'product_id': 'P20', 'price': 1870}, {'product_id': 'P16', 'price': 1001}]",2019-01-16 10:43:00
C88,,,,,"[{'product_id': 'P09', 'price': 1251}, {'product_id': 'P12', 'price': 1781}, {'product_id': 'P08', 'price': 284}]",2019-01-16 23:50:00
C89,,,,,"[{'product_id': 'P38', 'price': 1341}, {'product_id': 'P38', 'price': 1007}]",2019-01-16 06:57:00
C91,,,,,"[{'product_id': 'P35', 'price': 119}, {'product_id': 'P39', 'price': 559}, {'product_id': 'P35', 'price': 1380}]",2019-01-16 06:17:00
C99,,,,,"[{'product_id': 'P24', 'price': 1731}, {'product_id': 'P33', 'price': 1431}, {'product_id': 'P32', 'price': 581}]",2019-01-16 09:58:00
C110,,,,,"[{'product_id': 'P56', 'price': 1987}, {'product_id': 'P60', 'price': 1351}]",2019-01-16 14:59:00
C131,,,,,"[{'product_id': 'P49', 'price': 1626}, {'product_id': 'P55', 'price': 1695}, {'product_id': 'P48', 'price': 1210}]",2019-01-16 17:22:00
C137,,,,,"[{'product_id': 'P53', 'price': 1377}]",2019-01-16 09:51:00
C5,,,,,"[{'product_id': 'P59', 'price': 379}, {'product_id': 'P41', 'price': 1110}, {'product_id': 'P60', 'price': 1343}]",2019-01-17 04:16:00
C9,,,,,"[{'product_id': 'P09', 'price': 1917}]",2019-01-17 04:01:00
C13,,,,,"[{'product_id': 'P40', 'price': 1740}]",2019-01-17 09:17:00
C30,,,,,"[{'product_id': 'P46', 'price': 1639}, {'product_id': 'P54', 'price': 1555}, {'product_id': 'P48', 'price': 1318}]",2019-01-17 11:39:00
C34,,,,,"[{'product_id': 'P61', 'price': 1168}]",2019-01-17 20:24:00
C37,,,,,"[{'product_id': 'P32', 'price': 399}, {'product_id': 'P28', 'price': 651}, {'product_id': 'P23', 'price': 1712}]",2019-01-17 16:40:00
C48,,,,,"[{'product_id': 'P40', 'price': 490}, {'product_id': 'P35', 'price': 1524}, {'product_id': 'P40', 'price': 1747}]",2019-01-17 23:15:00
C51,,,,,"[{'product_id': 'P35', 'price': 347}, {'product_id': 'P36', 'price': 1487}]",2019-01-17 06:40:00
C53,,,,,"[{'product_id': 'P37', 'price': 1942}, {'product_id': 'P39', 'price': 801}]",2019-01-17 05:52:00
C62,,,,,"[{'product_id': 'P36', 'price': 1386}, {'product_id': 'P38', 'price': 1423}, {'product_id': 'P39', 'price': 1617}]",2019-01-17 07:56:00
C67,,,,,"[{'product_id': 'P28', 'price': 729}, {'product_id': 'P24', 'price': 1952}, {'product_id': 'P30', 'price': 986}]",2019-01-17 18:40:00
C78,,,,,"[{'product_id': 'P42', 'price': 1014}, {'product_id': 'P47', 'price': 1082}, {'product_id': 'P50', 'price': 349}]",2019-01-17 23:44:00
C95,,,,,"[{'product_id': 'P34', 'price': 1048}]",2019-01-17 17:55:00
C99,,,,,"[{'product_id': 'P30', 'price': 1887}]",2019-01-17 20:40:00
C113,,,,,"[{'product_id': 'P30', 'price': 1359}, {'product_id': 'P30', 'price': 1805}]",2019-01-17 12:29:00
C117,,,,,"[{'product_id': 'P39', 'price': 390}, {'product_id': 'P35', 'price': 50}]",2019-01-17 11:31:00
C125,,,,,"[{'product_id': 'P36', 'price': 1996}]",2019-01-17 13:20:00
C134,,,,,"[{'product_id': 'P62', 'price': 520}, {'product_id': 'P61', 'price': 778}]",2019-01-17 13:05:00
C20,,,,,"[{'product_id': 'P09', 'price': 248}]",2019-01-18 20:58:00
C24,,,,,"[{'product_id': 'P46', 'price': 1796}, {'product_id': 'P57', 'price': 1423}]",2019-01-18 05:57:00
C26,,,,,"[{'product_id': 'P46', 'price': 1645}, {'product_id': 'P47', 'price': 1793}, {'product_id': 'P41', 'price': 222}]",2019-01-18 11:37:00
C28,,,,,"[{'product_id': 'P16', 'price': 1834}, {'product_id': 'P17', 'price': 169}]",2019-01-18 09:57:00
C33,,,,,"[{'product_id': 'P41', 'price': 1845}, {'product_id': 'P47', 'price': 933}, {'product_id': 'P43', 'price': 1490}]",2019-01-18 08:59:00
C35,,,,,"[{'product_id': 'P61', 'price': 1626}, {'product_id': 'P63', 'price': 1155}, {'product_id': 'P61', 'price': 156}]",2019-01-18 04:15:00
C38,,,,,"[{'product_id': 'P35', 'price': 1424}]",2019-01-18 22:56:00
C41,,,,,"[{'product_id': 'P29', 'price': 289}, {'product_id': 'P34', 'price': 1169}, {'product_id': 'P32', 'price': 632}]",2019-01-18 05:53:00
C49,,,,,"[{'product_id': 'P63', 'price': 629}]",2019-01-18 19:10:00
C54,,,,,"[{'product_id': 'P09', 'price': 203}]",2019-01-18 10:35:00
C55,,,,,"[{'product_id': 'P23', 'price': 704}, {'product_id': 'P32', 'price': 245}]",2019-01-18 22:23:00
C56,,,,,"[{'product_id': 'P08', 'price': 1892}, {'product_id': 'P09', 'price': 1119}, {'product_id': 'P12', 'price': 1363}]",2019-01-18 11:27:00
C60,,,,,"[{'product_id': 'P22', 'price': 983}, {'product_id': 'P34', 'price': 434}, {'product_id': 'P22', 'price': 936}]",2019-01-18 15:22:00
C61,,,,,"[{'product_id': 'P06', 'price': 1019}]",2019-01-18 02:56:00
C72,,,,,"[{'product_id': 'P53', 'price': 1377}, {'product_id': 'P59', 'price': 1169}, {'product_id': 'P55', 'price': 1003}]",2019-01-18 15:27:00
C88,,,,,"[{'product_id': 'P35', 'price': 1061}, {'product_id': 'P39', 'price': 30}]",2019-01-18 05:26:00
C98,,,,,"[{'product_id': 'P64', 'price': 1927}, {'product_id': 'P64', 'price': 166}]",2019-01-18 14:39:00
C101,,,,,"[{'product_id': 'P09', 'price': 392}, {'product_id': 'P11', 'price': 1557}, {'product_id': 'P08', 'price': 194}]",2019-01-18 20:50:00
C105,,,,,"[{'product_id': 'P58', 'price': 988}, {'product_id': 'P41', 'price': 1429}, {'product_id': 'P54', 'price': 1594}]",2019-01-18 18:45:00
C112,,,,,"[{'product_id': 'P08', 'price': 87}, {'product_id': 'P09', 'price': 1897}]",2019-01-18 18:22:00
C115,,,,,"[{'product_id': 'P34', 'price': 1755}]",2019-01-18 10:17:00
C117,,,,,"[{'product_id': 'P61', 'price': 1906}, {'product_id': 'P63', 'price': 1737}, {'product_id': 'P61', 'price': 1953}]",2019-01-18 09:12:00
C123,,,,,"[{'product_id': 'P51', 'price': 823}, {'product_id': 'P42', 'price': 1405}, {'product_id': 'P54', 'price': 560}]",2019-01-18 17:03:00
C124,,,,,"[{'product_id': 'P23', 'price': 530}, {'product_id': 'P22', 'price': 526}, {'product_id': 'P23', 'price': 665}]",2019-01-18 23:09:00
C130,,,,,"[{'product_id': 'P47', 'price': 1345}]",2019-01-18 23:24:00
C133,,,,,"[{'product_id': 'P36', 'price': 1359}, {'product_id': 'P40', 'price': 568}]",2019-01-18 06:36:00
C5,,,,,"[{'product_id': 'P05', 'price': 127}, {'product_id': 'P04', 'price': 1613}]",2019-01-19 15:18:00
C9,,,,,"[{'product_id': 'P45', 'price': 758}, {'product_id': 'P44', 'price': 1859}]",2019-01-19 12:53:00
C10,,,,,"[{'product_id': 'P29', 'price': 177}, {'product_id': 'P30', 'price': 807}]",2019-01-19 23:28:00
C31,,,,,"[{'product_id': 'P26', 'price': 1904}, {'product_id': 'P33', 'price': 32}]",2019-01-19 23:58:00
C32,,,,,"[{'product_id': 'P40', 'price': 439}, {'product_id': 'P40', 'price': 85}, {'product_id': 'P38', 'price': 1189}]",2019-01-19 08:42:00
C43,,,,,"[{'product_id': 'P17', 'price': 335}, {'product_id': 'P19', 'price': 1915}, {'product_id': 'P20', 'price': 1992}]",2019-01-19 12:55:00
C47,,,,,"[{'product_id': 'P53', 'price': 1923}, {'product_id': 'P43', 'price': 418}, {'product_id': 'P46', 'price': 595}]",2019-01-19 21:14:00
C48,,,,,"[{'product_id': 'P03', 'price': 1700}]",2019-01-19 07:23:00
C50,,,,,"[{'product_id': 'P11', 'price': 1465}, {'product_id': 'P03', 'price': 1330}]",2019-01-19 20:41:00
C56,,,,,"[{'product_id': 'P09', 'price': 847}, {'product_id': 'P02', 'price': 327}, {'product_id': 'P01', 'price': 942}]",2019-01-19 10:33:00
C57,,,,,"[{'product_id': 'P09', 'price': 1496}, {'product_id': 'P01', 'price': 457}]",2019-01-19 16:43:00
C64,,,,,"[{'product_id': 'P39', 'price': 1798}, {'product_id': 'P37', 'price': 626}, {'product_id': 'P39', 'price': 1171}]",2019-01-19 04:30:00
C69,,,,,"[{'product_id': 'P30', 'price': 355}, {'product_id': 'P27', 'price': 1914}]",2019-01-19 19:11:00
C73,,,,,"[{'product_id': 'P42', 'price': 1383}]",2019-01-19 09:34:00
C74,,,,,"[{'product_id': 'P11', 'price': 152}, {'product_id': 'P03', 'price': 1910}]",2019-01-19 21:29:00
C87,,,,,"[{'product_id': 'P01', 'price': 1942}, {'product_id': 'P12', 'price': 1729}]",2019-01-19 20:04:00
C95,,,,,"[{'product_id': 'P23', 'price': 1992}]",2019-01-19 05:34:00
C97,,,,,"[{'product_id': 'P61', 'price': 149}]",2019-01-19 17:56:00
C107,,,,,"[{'product_id': 'P33', 'price': 966}, {'product_id': 'P24', 'price': 1964}]",2019-01-19 11:50:00
C113,,,,,"[{'product_id': 'P32', 'price': 1204}, {'product_id': 'P34', 'price': 735}]",2019-01-19 03:18:00
C114,,,,,"[{'product_id': 'P44', 'price': 644}]",2019-01-19 13:02:00
C115,,,,,"[{'product_id': 'P25', 'price': 152}, {'product_id': 'P22', 'price': 140}]",2019-01-19 14:33:00
C116,,,,,"[{'product_id': 'P11', 'price': 681}, {'product_id': 'P03', 'price': 1199}, {'product_id': 'P10', 'price': 1022}]",2019-01-19 23:01:00
C117,,,,,"[{'product_id': 'P63', 'price': 421}, {'product_id': 'P63', 'price': 62}]",2019-01-19 20:42:00
C131,,,,,"[{'product_id': 'P56', 'price': 755}, {'product_id': 'P43', 'price': 1715}, {'product_id': 'P53', 'price': 1020}]",2019-01-19 21:48:00
C9,,,,,"[{'product_id': 'P05', 'price': 683}]",2019-01-20 21:11:00
C11,,,,,"[{'product_id': 'P56', 'price': 1964}]",2019-01-20 05:06:00
C22,,,,,"[{'product_id': 'P38', 'price': 1763}, {'product_id': 'P40', 'price': 226}]",2019-01-20 05:19:00
C28,,,,,"[{'product_id': 'P31', 'price': 1519}, {'product_id': 'P32', 'price': 1588}, {'product_id': 'P25', 'price': 1157}]",2019-01-20 04:51:00
C40,,,,,"[{'product_id': 'P62', 'price': 72}, {'product_id': 'P62', 'price': 925}, {'product_id': 'P62', 'price': 306}]",2019-01-20 21:47:00
C46,,,,,"[{'product_id': 'P27', 'price': 378}, {'product_id': 'P24', 'price': 1920}, {'product_id': 'P31', 'price': 827}]",2019-01-20 10:06:00
C63,,,,,"[{'product_id': 'P36', 'price': 750}, {'product_id': 'P38', 'price': 1240}, {'product_id': 'P38', 'price': 688}]",2019-01-20 09:16:00
C66,,,,,"[{'product_id': 'P38', 'price': 209}]",2019-01-20 23:27:00
C68,,,,,"[{'product_id': 'P09', 'price': 111}, {'product_id': 'P08', 'price': 446}]",2019-01-20 15:38:00
C74,,,,,"[{'product_id': 'P36', 'price': 1292}, {'product_id': 'P38', 'price': 1328}, {'product_id': 'P38', 'price': 113}]",2019-01-20 11:20:00
C81,,,,,"[{'product_id': 'P24', 'price': 179}, {'product_id': 'P28', 'price': 1064}]",2019-01-20 09:43:00
C98,,,,,"[{'product_id': 'P63', 'price': 1726}, {'product_id': 'P64', 'price': 1997}, {'product_id': 'P64', 'price': 1844}]",2019-01-20 13:23:00
C107,,,,,"[{'product_id': 'P61', 'price': 1963}]",2019-01-20 11:34:00
C108,,,,,"[{'product_id': 'P35', 'price': 1393}, {'product_id': 'P40', 'price': 56}]",2019-01-20 15:03:00
C122,,,,,"[{'product_id': 'P24', 'price': 1475}, {'product_id': 'P28', 'price': 1838}]",2019-01-20 11:16:00
C124,,,,,"[{'product_id': 'P39', 'price': 1077}, {'product_id': 'P36', 'price': 1017}, {'product_id': 'P38', 'price': 1358}]",2019-01-20 04:32:00
C126,,,,,"[{'product_id': 'P57', 'price': 1786}, {'product_id': 'P53', 'price': 361}]",2019-01-20 05:53:00
C127,,,,,"[{'product_id': 'P61', 'price': 1660}]",2019-01-20 09:14:00
C131,,,,,"[{'product_id': 'P56', 'price': 541}, {'product_id': 'P59', 'price': 1832}]",2019-01-20 06:51:00
C3,,,,,"[{'product_id': 'P17', 'price': 701}, {'product_id': 'P13', 'price': 937}, {'product_id': 'P18', 'price': 231}]",2019-01-21 11:53:00
C12,,,,,"[{'product_id': 'P31', 'price': 1127}, {'product_id': 'P23', 'price': 1459}]",2019-01-21 17:26:00
C25,,,,,"[{'product_id': 'P25', 'price': 1139}]",2019-01-21 10:37:00
C28,,,,,"[{'product_id': 'P21', 'price': 1294}]",2019-01-21 08:27:00
C29,,,,,"[{'product_id': 'P33', 'price': 1638}]",2019-01-21 23:09:00
C35,,,,,"[{'product_id': 'P39', 'price': 558}, {'product_id': 'P40', 'price': 799}, {'product_id': 'P39', 'price': 969}]",2019-01-21 05:01:00
C39,,,,,"[{'product_id': 'P64', 'price': 1200}, {'product_id': 'P63', 'price': 1925}]",2019-01-21 04:11:00
C40,,,,,"[{'product_id': 'P36', 'price': 779}]",2019-01-21 13:28:00
C49,,,,,"[{'product_id': 'P28', 'price': 1021}, {'product_id': 'P23', 'price': 80}]",2019-01-21 16:18:00
C50,,,,,"[{'product_id': 'P38', 'price': 915}]",2019-01-21 19:03:00
C53,,,,,"[{'product_id': 'P64', 'price': 642}, {'product_id': 'P64', 'price': 426}, {'product_id': 'P62', 'price': 508}]",2019-01-21 14:13:00
C68,,,,,"[{'product_id': 'P38', 'price': 1357}, {'product_id': 'P39', 'price': 1160}]",2019-01-21 19:18:00
C69,,,,,"[{'product_id': 'P22', 'price': 1754}, {'product_id': 'P26', 'price': 1056}, {'product_id': 'P24', 'price': 280}]",2019-01-21 22:20:00
C77,,,,,"[{'product_id': 'P39', 'price': 1461}]",2019-01-21 10:10:00
C82,,,,,"[{'product_id': 'P54', 'price': 1390}, {'product_id': 'P42', 'price': 1875}]",2019-01-21 22:38:00
